layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.0025761766928871733,0.00037562068996426195,0.00028973864132666424,3.9887058238616796e-05,0.999886966413474,0.2861081599717461,0.2841432515081612
1,0.011962776205646068,0.001678661062183168,0.016098401472080106,0.0014519537667056312,0.9968210469823594,0.4406575182435491,0.4516192892218845
2,0.020036703808626634,0.002331486285067219,0.03362636453056854,0.0018278496150136267,0.9826830966857059,0.4703294511532855,0.4587233846730142
3,0.030613584839844284,0.0044116343908445176,0.04526257468324592,0.0029297902326474346,0.9831860937507081,0.4669378889181501,0.4429749307982217
4,0.03456216499566301,0.0047465134329508565,0.055324054595881224,0.0029720769917068847,0.9799032478955922,0.47314954818958055,0.4459544309158579
5,0.03825910513056321,0.0037423087417239793,0.0688533648611053,0.004578459293271011,0.9669030363228932,0.48374268614184174,0.4572282688246602
6,0.04268921517361066,0.0034615130394244054,0.0849464828457288,0.005356391563556763,0.9564583977425655,0.4757413781339241,0.44957522064252897
7,0.036965345217417,0.002653820900145667,0.09891464856807043,0.005085228573573192,0.9503237733866363,0.48098199825368926,0.4714665002570035
8,0.03717816182773241,0.0033216645669017996,0.1301202466023794,0.0063591214862527435,0.9387261877862708,0.47985189768925796,0.48564488552637036
9,0.046718943231795484,0.0054716662443248425,0.16380381842703814,0.007790192440728329,0.916784022466916,0.4739584546541974,0.4799372189747869
10,0.06151248444190488,0.006737076649863003,0.2075363164525673,0.008920752134560159,0.8942789957782824,0.4711153933691956,0.5079494041686149
11,0.0824732010163821,0.006234257918603924,0.2769201847989982,0.013717759614382225,0.8525166562059413,0.49519703829137907,0.5258986609673166
12,0.09353049319705957,0.011221057078775713,0.327425907768281,0.019304081985751995,0.841667590924457,0.5075946517662527,0.5592849564913627
