layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.0008677380259921954,8.13205542819924e-05,8.923014011546888e-05,1.123959944996989e-05,0.9999702321971949,0.060661698995603794,0.06029918315892794
1,0.05894338458502328,0.006124944439614398,0.04087668712070516,0.003367701685567876,0.9839337994959895,0.29826723486437445,0.2398455123459514
2,0.08221814246220069,0.009673474634111928,0.09247775794044079,0.006318340294317153,0.9433134531738775,0.4364753856992106,0.35480156080189185
3,0.11795630105721511,0.00984516304956198,0.12020722865438613,0.009166752162183316,0.9472780122135359,0.544712564477828,0.42721784281085834
4,0.08673522260547037,0.009196344720660997,0.13984475311195604,0.0114415801367337,0.9405420591442832,0.5542138851254275,0.47227526286144483
5,0.07420809818818083,0.00671011441721379,0.1475861582207897,0.012424454647144187,0.9263370601625744,0.5680951302453521,0.5054091201906673
6,0.05544261951605352,0.0032151081042453658,0.156256610163064,0.010207250855165996,0.9144064524755054,0.5306829720003703,0.5048377145402041
7,0.062233399721059915,0.005253711328523391,0.21519446136776002,0.009006158372374009,0.9076976432825375,0.5049403923105135,0.5209940509971593
8,0.07826691771674824,0.010186831268056577,0.2597909945954984,0.014365390412155248,0.8885915432814802,0.5183523056143773,0.5768225788318507
9,0.07840638576433506,0.01439541410039264,0.26463009833740336,0.009635042422779391,0.8745914515599549,0.5106838184402451,0.5646700892283217
10,0.06779377969061999,0.00763138151958548,0.26602549977208434,0.007267864933901708,0.8685755436556546,0.5238535228362199,0.5503465933032367
11,0.0665037396656106,0.0066309973920255,0.27348241811539753,0.009855911141398867,0.8557728854120628,0.5333365497274685,0.5588055368794358
12,0.0663567008418294,0.0061887065778227415,0.28131564115165547,0.008523916516921167,0.8436620973169658,0.5661964658713555,0.5752428933740726
13,0.07077892563823399,0.008099410394032877,0.2866123687920346,0.008977783187420497,0.8354616208358471,0.5596855655524247,0.5896324567978085
14,0.07315933843655084,0.006586979689666953,0.2926464975945168,0.00752125576670842,0.8273071480558957,0.5960497861089632,0.6121374553307721
15,0.07963409022046716,0.007922832903241,0.2971745684474537,0.010033477999716897,0.8256122362878462,0.5705602579665111,0.6079306887024102
16,0.08651026654145394,0.010426679505396648,0.31614556227074697,0.011116381815936695,0.8267088591220132,0.5813741558810627,0.6305205684132352
17,0.08034322285224879,0.0073797247070789005,0.29666862807639927,0.009931998226081807,0.8037908236783946,0.6424235754430451,0.6653150767753825
18,0.07934901843177701,0.010838354222489627,0.2907810735362907,0.01052910125396263,0.7825874927315626,0.730084400763799,0.707714220998343
19,0.07922035137678317,0.010247024483626301,0.28919275382531556,0.009353624973048431,0.7618866802391537,0.739106663543711,0.7268614482956186
20,0.08859659001346523,0.016955118498477605,0.27149132170105283,0.015174161088237131,0.6774401717541813,0.7462420965169988,0.7725088592785349
21,0.08865931083154115,0.017712890738814546,0.2781641258480778,0.018163744172176456,0.6679240785823716,0.7593027857198719,0.8016836278843446
22,0.09990074121386396,0.01823296014835977,0.2613588562053707,0.013093456821070854,0.733537540952223,0.7539902650198028,0.8313698443604551
23,0.1450326407567814,0.025345145734421,0.31613110086420504,0.023074151124530772,0.7639390061490301,0.6912297238548482,0.8280987693721835
24,0.2827093549424202,0.036686498563228816,0.3588502599666458,0.023456597051342856,0.7899542160283086,0.5791640006027289,0.8617499556448414
