layer,relational_mean,relational_std,l3_mean,l3_std,per_token_mean,per_token_std,cka,cka_unbiased,anisotropy_base,anisotropy_ft
0,0.0,0.0,0.0,0.0,3.9031829364272003e-17,8.74983671802266e-18,1.0,1.0,0.9301378877566739,0.9301378877566739
1,0.0,0.0,0.0,0.0,5.997548004027586e-17,2.079542368379619e-17,0.9999999999999999,1.0,0.9861384348911356,0.9861384348911356
2,0.0,0.0,0.0,0.0,6.079401734473872e-17,1.744868001729464e-17,1.0,1.0,0.9952733248708455,0.9952733248708455
3,0.0,0.0,0.0,0.0,3.6374255428951053e-17,8.60593940578783e-18,1.0,1.0,0.9970355873003232,0.9970355873003232
4,0.0,0.0,0.0,0.0,3.4602297540899304e-17,1.1629319099489323e-17,1.0,1.0,0.9968453165115821,0.9968453165115821
5,0.0,0.0,0.0,0.0,3.382760035681059e-17,1.6108343694040192e-17,0.9999999999999999,1.0,0.9962669611511915,0.9962669611511915
6,0.0,0.0,0.0,0.0,3.7044967964187844e-17,1.592950243826354e-17,0.9999999999999998,1.0,0.9956672693996517,0.9956672693996517
7,0.0,0.0,0.0,0.0,3.547489112347795e-17,1.4173293941470374e-17,1.0,1.0,0.9954132147222922,0.9954132147222922
8,0.0,0.0,0.0,0.0,3.712424355433114e-17,1.4690035169483938e-17,1.0,1.0,0.993913307340654,0.993913307340654
9,0.0,0.0,0.0,0.0,3.7225260615956233e-17,1.4550147809201423e-17,1.0,1.0,0.9917247086378642,0.9917247086378642
10,0.0,0.0,0.0,0.0,3.469379416839696e-17,1.0067566167822984e-17,1.0,1.0,0.9847924216481936,0.9847924216481936
11,0.0,0.0,0.0,0.0,3.436412835450364e-17,8.216352967000175e-18,0.9999999999999998,1.0,0.9711984621561272,0.9711984621561272
12,0.006899955356919287,0.0019179831093856842,0.006899955356919287,0.0019179831093856842,0.009420630575580275,0.0010412136937172634,0.9988901958351324,0.9988884507322539,0.6778163123983906,0.6803098281714585
