layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.001023906851055217,8.63351381166346e-05,6.0538214036062916e-05,8.628619068510104e-06,0.9999974248497834,0.16663630312823316,0.16574505987127447
1,0.0050266910773710425,0.0011911993438840696,0.00035680170780229417,5.630454037932217e-05,0.9996079227510057,0.35513340491430656,0.35055997612002254
2,0.0042913778987818795,0.0011322895428972739,0.00042442636874469455,6.327017225960717e-05,0.9996087450480374,0.5704543261185946,0.5665238146997769
3,0.004452957350047136,0.0008388193154398279,0.0007511498090249655,0.00014448439716538075,0.9994997343592756,0.5818831589689387,0.5781221440456509
4,0.0037635514161511686,0.0006045709318896195,0.0014321985446342196,0.0002534102120388033,0.9992958713274925,0.5861193849232019,0.5860886879356156
5,0.004157105823394109,0.0007697806777505644,0.0021361629602955545,0.0005519942208218727,0.9988224262471714,0.580163147577644,0.5814170821651206
6,0.0052974687061368405,0.0007983028216682392,0.003201305621763584,0.0010199844939617598,0.997968867268044,0.5874248890865382,0.586660459760246
7,0.005598849561959107,0.0009711964859978804,0.004205125349197279,0.0015658292046852231,0.9968550969308251,0.5915630664690578,0.5906904043832902
8,0.005772281960797054,0.0009606235564288364,0.0048945138056994625,0.0015511691645186023,0.9959904884741573,0.6205180345791996,0.6214372525178258
9,0.00639020204936234,0.0012408618792336549,0.005430852970071522,0.0015782671810855432,0.9951237223343956,0.638701091790544,0.6400206853276983
10,0.0071131611688631715,0.0012757763761883452,0.005740576293930605,0.0015412201452338389,0.9948024853470179,0.6486807521965291,0.6493540034774177
11,0.007679661720074107,0.0013393141734818709,0.006225940943447507,0.0015462410173822582,0.9941668981906805,0.6677612621591578,0.6688911081826427
12,0.008607867860868871,0.001471167008846243,0.0070827686080868115,0.0017201520979638943,0.9939030682390279,0.6447591572029531,0.6475644792387162
13,0.010823749804812908,0.0019954569975699633,0.008657365169385384,0.002084373636498591,0.9932768496875284,0.6152239876469137,0.6206862704412653
14,0.01585922030477143,0.0028029825360110882,0.010674914369737132,0.002613367890504236,0.9919197977620825,0.6523546101083254,0.6666089457826214
15,0.011404504348092332,0.0017782091211897516,0.011885125082862,0.0027844715199777967,0.9915886916145581,0.6508611801330625,0.6528534568603926
16,0.012914702602739012,0.0021362727651719963,0.014086326934690873,0.00318327957857631,0.9897131569010528,0.6833047361094333,0.6923385595656824
17,0.010821111441926603,0.0019597555391365163,0.017162496756762437,0.004047274732052659,0.989539728833578,0.7129147981707856,0.7087773741989702
18,0.010990970389675236,0.001999203584852016,0.019883846616211304,0.004775595105340494,0.9883159965348148,0.7016985267015469,0.6991240658973954
19,0.015186974382824917,0.0027397651249640343,0.022737749716561752,0.005678561611066619,0.9867484967446883,0.7014555125252053,0.6921177213732779
20,0.015961376552094897,0.0024965835709817442,0.0316056688854129,0.00864499775909511,0.981046054235845,0.7381501917895013,0.7285712432575852
21,0.014663056309659103,0.0024692117704282843,0.033637175211421226,0.009161782554187342,0.9780261739842241,0.7272112467073093,0.724114464914611
22,0.015441226012094389,0.002843313448905112,0.038990198244004896,0.010168873643593004,0.9782436467370675,0.7283761073464715,0.7296952188087492
23,0.022076574417487158,0.003046190749418925,0.047366884996401785,0.011676198496410564,0.9715043607953417,0.7281232236811634,0.7164055119115437
24,0.027240431538671728,0.0035942043619116002,0.04866680004379769,0.012193539982081725,0.9636005447111421,0.7164657687693912,0.7018210641878448
25,0.024197029516118785,0.0042455377286439045,0.04067207224474891,0.011061302228311821,0.9652506091402541,0.7599439972914804,0.7488873475555106
26,0.02579724830518928,0.004830071287334473,0.03899272211489428,0.01047430415018152,0.9659869123136599,0.7786805756095949,0.7624756047368269
27,0.0284260756865183,0.005167779974745853,0.045138135125890044,0.011723239341629853,0.9643791760162951,0.7683105900814355,0.7503777663498284
28,0.03620639848955002,0.005068895600958904,0.049769451714342265,0.012597597046980767,0.9518236409535816,0.7966920158197908,0.766865793242205
29,0.034413146552097255,0.005160224406454695,0.049638060879838505,0.011759188371792864,0.9500635124802752,0.8166111540508268,0.7876580441070158
30,0.16131799661616614,0.020840537179066566,0.16137807045864094,0.04090087795285719,0.9066379477780212,0.7481544860492513,0.5879516205471975
