layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.000803469926952235,0.00014424721351903548,6.043238320106434e-05,5.7869217987638265e-06,0.9999534267186082,0.4628908775598011,0.46322286883334024
1,0.0026595879246260013,0.0008592369209861875,0.0010140130499237381,9.292552298353741e-05,0.9990254152538862,0.8549890450303985,0.8564767703927245
2,0.026229980249533397,0.0017444007046972896,0.0030804206556898864,0.00027615470810703506,0.9956183291318401,0.8291533718717933,0.80292339162226
3,0.005771942851676365,0.0016085955709927331,0.005084241314701891,0.0005382026969687564,0.991343358751172,0.8427834159539842,0.8379878817378132
4,0.004076525505702182,0.0007543341019827646,0.005887488729108859,0.0006799848595409354,0.9841775914636016,0.8415853869409679,0.8416702856892474
5,0.007174217647455401,0.0013414691552071534,0.005684343970067018,0.000532482696544151,0.9889922702389842,0.844189296906095,0.837637189183041
6,0.00438806991879462,0.0008566267328620618,0.006964919713033949,0.0006559004711598005,0.992365132368386,0.8438827836449917,0.841108816838761
7,0.004470262150909584,0.0008230039461666991,0.009362684245728697,0.0009557175420537229,0.9869270783051146,0.8459766192808444,0.8478075744002819
8,0.007148409940532473,0.001492120517342886,0.010844015433130946,0.0011633595311623603,0.9870309191083918,0.8423326170851277,0.836723845797253
9,0.010353026551634665,0.002221808466603575,0.013303358554923692,0.001355849689146256,0.9871158614671521,0.8377478514173082,0.8282942934544941
10,0.013066611069800883,0.0022937843951101812,0.01748760035806245,0.0015458856039822209,0.9872876788318891,0.8244901386053701,0.8121822309168408
11,0.014537727558524833,0.0024170569134834836,0.02154206852871839,0.002061136052333437,0.9856552439421321,0.8138009024799139,0.8000753194093055
12,0.01595511355093582,0.0031603199708529575,0.02743308417182605,0.002695229937906855,0.9838382276274832,0.7999140791782564,0.7851439110904661
13,0.016070145457242994,0.003214525683929673,0.033712762360949354,0.0037631380860949797,0.9818607785585154,0.7863481860749488,0.7724896622941502
14,0.016502148261766075,0.003415468695590181,0.04176485518647373,0.004958294467593747,0.9778326053058192,0.7770558114588776,0.7640933329536789
15,0.015680041691924683,0.0025111100357141057,0.049517475826228646,0.006325181419673097,0.9746978972745668,0.768802353340218,0.7609098523461222
16,0.019556469636100936,0.0035701273526847943,0.05794906970439062,0.00781608553951874,0.9696173859697181,0.76637022560708,0.7527495688957412
17,0.019941857981202425,0.003307277007663865,0.06323081167291085,0.008787706881220497,0.9625176668915018,0.7699245992841354,0.7575604180129183
18,0.026590163389823236,0.005186026857191809,0.06653104803498383,0.009458210668136277,0.9524434651599231,0.7789410492807338,0.7571544234376366
19,0.030423262892797696,0.005251760093528574,0.07451548521454796,0.010176407169139095,0.9457893043931639,0.7970477622695721,0.7705147914112188
20,0.03195226817541107,0.005575009747865201,0.07255752844576298,0.009206206190755338,0.9374566029253547,0.8157550225539589,0.7874396608683772
21,0.026638618353685407,0.004053244001125869,0.06616399081133723,0.007507843888678818,0.9258410677305275,0.8389138544094286,0.8167197885865098
22,0.026683242477770302,0.004919673708173968,0.05764369467383036,0.0076923659235008995,0.9063801186064111,0.8749399738119198,0.8518903618734865
23,0.03378142800079126,0.006671854339542157,0.053595563893276785,0.011190661761727895,0.7608293057527323,0.9063880443145885,0.8782725592054332
24,0.2045504100594829,0.08847751192389954,0.10959417179158579,0.05083010237973597,0.06604047977089812,0.8228154358983426,0.928769581074573
