layer,relational_mean,relational_std,l3_mean,l3_std,per_token_mean,per_token_std,cka,cka_unbiased,anisotropy_base,anisotropy_ft
0,0.0,0.0,0.0,0.0,2.2166481487610023e-17,8.335676657424358e-18,1.0,1.0,0.06523035963180009,0.06523035963180009
1,0.0,0.0,0.0,0.0,3.551225426290861e-17,9.584184503302085e-18,1.0,1.0,0.3850823741972941,0.3850823741972941
2,0.0,0.0,0.0,0.0,3.078821525704774e-17,1.2201678140714933e-17,1.0,1.0,0.5222800389948009,0.5222800389948009
3,0.0,0.0,0.0,0.0,2.851636001435196e-17,1.0187450685237655e-17,0.9999999999999999,1.0,0.5353616992984852,0.5353616992984852
4,0.0,0.0,0.0,0.0,3.2212521989821175e-17,1.0544789702258401e-17,0.9999999999999999,1.0,0.5760397824639617,0.5760397824639617
5,0.0,0.0,0.0,0.0,4.4033368890925374e-17,1.4571138392299444e-17,1.0,1.0,0.6239490605181283,0.6239490605181283
6,0.0,0.0,0.0,0.0,4.929657796911871e-17,1.641606145478752e-17,1.0,1.0,0.6594081088652638,0.6594081088652638
7,0.0,0.0,0.0,0.0,4.2771548362416485e-17,1.1409976682548912e-17,0.9999999999999999,1.0,0.6935092931483136,0.6935092931483136
8,0.0,0.0,0.0,0.0,3.229780321370976e-17,1.1037430602744874e-17,1.0,1.0,0.7888266730061716,0.7888266730061716
9,0.0,0.0,0.0,0.0,3.3866568714443115e-17,1.152464833499864e-17,1.0,1.0,0.687440030825117,0.687440030825117
10,0.0,0.0,0.0,0.0,2.734768004417062e-17,9.77823055027769e-18,1.0,1.0,0.69547709219633,0.69547709219633
11,0.0,0.0,0.0,0.0,3.02651978373718e-17,9.647670757366777e-18,1.0,1.0,0.6886580721232484,0.6886580721232484
12,0.014005780179344843,0.0022867757785693054,0.014005780179344843,0.0022867757785693054,0.006732275122536745,0.0006167811463512769,0.9732837298350092,0.972896357315672,0.9883557352225261,0.9743499550431809
