layer,relational_mean,relational_std,l3_mean,l3_std,per_token_mean,per_token_std,cka,cka_unbiased,anisotropy_base,anisotropy_ft
0,0.0006610731248672497,5.26958086620316e-05,0.0006610731248672497,5.26958086620316e-05,5.941397107187842e-05,3.6680261984157655e-06,0.9999812328429564,0.9999806614196383,0.06238408907255447,0.062407144401308255
1,0.03592823440134707,0.007977292081533282,0.03592823440134707,0.007977292081533282,0.01959723017683947,0.001965318031137878,0.9949711619845717,0.9948896961460968,0.3785488039129391,0.3430672396237418
2,0.09376923830716148,0.010530068784535409,0.09376923830716148,0.010530068784535409,0.05949021986566646,0.005666730886869718,0.98373171738712,0.9835125890847038,0.5185229175504497,0.4248014859139898
3,0.058902224854541566,0.009317813807402077,0.058902224854541566,0.009317813807402077,0.07871931249000355,0.006934529387496062,0.9632091716199074,0.9629057634634696,0.5280813879169076,0.4746544529691798
4,0.045385045353960804,0.00614286958194651,0.045385045353960804,0.00614286958194651,0.1140787151074544,0.007710714349113843,0.9460888794123224,0.9455881434550168,0.5690833781494036,0.5986945357543012
5,0.05568153310248656,0.010635952793614682,0.05568153310248656,0.010635952793614682,0.10905728975031888,0.008282523934252098,0.9426196592526774,0.942215285658622,0.6162634964738628,0.6643926119066685
6,0.07062988129427142,0.013245601437252714,0.07062988129427142,0.013245601437252714,0.11758807977513094,0.01085579741474792,0.89912364022383,0.8986307651871703,0.6505736809261163,0.7139950707564542
7,0.05895877603992149,0.012349512801333007,0.05895877603992149,0.012349512801333007,0.12795312078641477,0.00810475598229565,0.8829022166711995,0.8827445007517353,0.6809106822915848,0.7046958734924978
8,0.05653574545509007,0.006047829379661517,0.05653574545509007,0.006047829379661517,0.13521015935633637,0.010404837259287902,0.900544840283058,0.9001103524299287,0.7774836391489164,0.7433893367724496
9,0.059409748794278204,0.009795519691553015,0.059409748794278204,0.009795519691553015,0.17766363092037205,0.012022544145881196,0.8959931634684957,0.89560520850848,0.6703154585134821,0.6652497513082921
10,0.08311831506513746,0.007800960951671624,0.08311831506513746,0.007800960951671624,0.3078237817998167,0.022561835495416804,0.8454692480603854,0.8451473642190551,0.6827313412582303,0.6443765702356461
11,0.1234105904005975,0.008442875026534631,0.1234105904005975,0.008442875026534631,0.504251406928984,0.049515743550870246,0.7691835916903975,0.76880335796819,0.6771213355830416,0.630182546606297
12,0.004019459801974596,0.0005067930489644598,0.004019459801974596,0.0005067930489644598,0.009824075567453905,0.0005720467917072131,0.7453382476137054,0.7450235657161614,0.9878232765791527,0.9886423486348302
