layer,relational_mean,relational_std,l3_mean,l3_std,per_token_mean,per_token_std,cka,cka_unbiased,anisotropy_base,anisotropy_ft
0,0.0008778694728162348,7.973343356639943e-05,0.0008778694728162348,7.973343356639943e-05,8.790460058198617e-05,6.2282136718789425e-06,0.9999707259868762,0.9999696707737978,0.06198758905974302,0.061706042331394484
1,0.05039716182019799,0.006830126519651957,0.05039716182019799,0.006830126519651957,0.03720429308778387,0.004657648026138508,0.9838015370230662,0.9834563443393032,0.29426295290091914,0.24464129688996256
2,0.03881781382394193,0.0059048472961569535,0.03881781382394193,0.0059048472961569535,0.0866943113395108,0.008197979769860085,0.9719334081582311,0.9715657226413997,0.43948796689905717,0.40672339387059325
3,0.04446322051462305,0.007746071931227909,0.04446322051462305,0.007746071931227909,0.11178990585207285,0.01380853639893337,0.9572978278323087,0.9567660968425933,0.5478263670545381,0.5130703815670079
4,0.04490390655578312,0.003853334074536093,0.04490390655578312,0.003853334074536093,0.1332010882238256,0.011864213007348762,0.9228645592241863,0.922197032225836,0.5578010696696072,0.5418525075284252
5,0.05462978812168039,0.005926589602853457,0.05462978812168039,0.005926589602853457,0.13889276594197522,0.00963353440962976,0.8976653183175464,0.8973063537124736,0.5769696698335864,0.5618276641657587
6,0.05888866276332764,0.006852632032144159,0.05888866276332764,0.006852632032144159,0.15086634369273128,0.008020886707654154,0.8857882417271826,0.8855219517516266,0.5427010767919709,0.5761392305241959
7,0.06553211148002218,0.007040459901408131,0.06553211148002218,0.007040459901408131,0.1743578795943695,0.009677287852797627,0.8806712323018737,0.8806576192470825,0.5175876399998969,0.5585328035429631
8,0.06514644061393352,0.006433430707582009,0.06514644061393352,0.006433430707582009,0.18671880878977234,0.00980205418858904,0.8751589906468785,0.8750805801945978,0.5307253587600906,0.5667941993408372
9,0.06797718341613004,0.005949643879428143,0.06797718341613004,0.005949643879428143,0.201058642585781,0.009505321481612079,0.8641155807875438,0.8642419967888355,0.5242402212429291,0.547773376050582
10,0.06721003375676377,0.006461124249562241,0.06721003375676377,0.006461124249562241,0.21099629018357274,0.009189284934575232,0.8668335473038011,0.8670136487994914,0.5387017104006759,0.5508017708099958
11,0.07033976528847415,0.0071574988499084145,0.07033976528847415,0.0071574988499084145,0.2174092703469439,0.009535231842163485,0.8536256170372369,0.8537696651697432,0.547804354464728,0.549147451039972
12,0.07772231714133945,0.0062917650766162415,0.07772231714133945,0.0062917650766162415,0.22189059495944558,0.007921078932473406,0.8533571918283898,0.8536919408897096,0.5809303107019053,0.5554123040433829
13,0.07881542977873357,0.005790158943985057,0.07881542977873357,0.005790158943985057,0.23223400934992688,0.006234273299005688,0.8472622275330606,0.8476346567364796,0.5752699202409322,0.5594469741218193
14,0.09116152349447455,0.0065046596028131565,0.09116152349447455,0.0065046596028131565,0.24298167555318612,0.007589906197998027,0.8400209540715698,0.8401841026741089,0.6102583520362728,0.5621616095081501
15,0.08899144811386357,0.006382989879054409,0.08899144811386357,0.006382989879054409,0.2677761691051021,0.011579225567731671,0.8463171418868026,0.846585487403744,0.5855432851326471,0.5487072289276381
16,0.09422423436557543,0.007793520469095605,0.09422423436557543,0.007793520469095605,0.288599549370523,0.012885221109188525,0.8407700455075732,0.8409474885924111,0.60114313977524,0.5606952032125699
17,0.11316102875068705,0.007529396031858149,0.11316102875068705,0.007529396031858149,0.28070272839833577,0.011198153281853746,0.8204494240092215,0.8209086233082307,0.6583779261711152,0.5850855088046465
18,0.12631422460966463,0.009506698940112914,0.12631422460966463,0.009506698940112914,0.2924780710464469,0.009998002192646675,0.7927562457849736,0.793128511007519,0.7408720280434742,0.6415877325989539
19,0.11850520219131326,0.009293867949426155,0.11850520219131326,0.009293867949426155,0.29811028886982194,0.010068888409482052,0.7815281682389806,0.7813258651620554,0.7486257917864789,0.6588586767413076
20,0.10717028155249839,0.008084579691474818,0.10717028155249839,0.008084579691474818,0.2881046412883901,0.013666425224418157,0.6884231105081919,0.6873703654798471,0.7549161101431412,0.6991339453309442
21,0.10452903702030089,0.009032248653103512,0.10452903702030089,0.009032248653103512,0.29343575247036247,0.01449866809603308,0.6722143118164005,0.6713374296571575,0.7685673711975264,0.7195538492197673
22,0.10859713504120258,0.017787666381304763,0.10859713504120258,0.017787666381304763,0.2835451113371648,0.015871947807783154,0.7209565957941207,0.7206438544522862,0.7628212717059755,0.7047413263511171
23,0.11205823663804575,0.015168070491416219,0.11205823663804575,0.015168070491416219,0.3286678038213233,0.025545609538535744,0.7701567382884905,0.7701950191323825,0.6991918061222089,0.6768149592556746
24,0.14794451100602246,0.030859100637674695,0.14794451100602246,0.030859100637674695,0.3202684392102696,0.015198816904768334,0.809496370782599,0.8097047176749087,0.6029724251176777,0.7433132963468869
