layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,5.3914280827204135e-05,4.229401520970194e-06,8.76837468098399e-06,9.195347133607964e-07,0.999999356731083,0.9270291268348908,0.9270418276971206
1,0.0015544904359662275,0.00018820895117141007,0.0002677450860586278,1.3876936724815186e-05,0.9952625334382863,0.9855551346628413,0.9840038189420056
2,0.0008991973170610375,9.741489291788526e-05,0.0002545782385223399,1.7811944402572393e-05,0.989564803204921,0.9950719210859489,0.9941727337943137
3,0.0004943692057269647,6.212735761503842e-05,0.0004687653114572066,8.089347809792885e-05,0.9767433581576819,0.9969186850460453,0.9964245296817961
4,0.0007826506080044208,0.00011185074336434371,0.00044389413904268396,7.658483861786283e-05,0.9510817185880523,0.9967423020155154,0.9959603348106674
5,0.0008925873345953473,0.00017193846982671362,0.0005800452004133781,8.236743456040976e-05,0.9613523217943624,0.9961319249188557,0.9952403318889855
6,0.0009106190193873008,0.00014808394842109253,0.0011133884788222482,0.00016619222687321673,0.9394184952233469,0.9955086453494866,0.994600400036024
7,0.000832542287752442,9.997259422384301e-05,0.0008261328656909154,9.824843643764575e-05,0.9613118419695806,0.9951955516105997,0.9943689804018488
8,0.0008783032549259833,0.00016602936465192093,0.002006309049142872,0.0003459285969295515,0.9369064024772598,0.9934955676060669,0.9926737232763241
9,0.0013025379485566522,0.00023678438112239114,0.0021285533502626236,0.0002815107357234339,0.9709999297129598,0.9909123794971928,0.9897072988729688
10,0.0036718428837200917,0.0005072603709747233,0.00590708644635086,0.0007209750846393966,0.9418832308486681,0.9833089301049922,0.9798509439954396
11,0.0066558564691721125,0.0009454460855679693,0.013260010462824715,0.0015522991217259898,0.9441939049142605,0.9683392769854281,0.9624272953165447
12,0.06649102686647058,0.008714789692847636,0.18638562970038874,0.03087657509204712,0.9155082380252504,0.628847654332203,0.652081347851486
