layer,relational_mean,relational_std,l3_mean,l3_std,per_token_mean,per_token_std,cka,cka_unbiased,anisotropy_base,anisotropy_ft
0,0.0006997800461810092,4.046781125647738e-05,0.0006997800461810092,4.046781125647738e-05,6.588576102394237e-05,4.724729604488941e-06,0.9999819522477467,0.9999814233806992,0.06470561290480262,0.06475425634367976
1,0.033465631673076576,0.005933974308682552,0.033465631673076576,0.005933974308682552,0.017271355874792955,0.0013693998761158412,0.995673327077126,0.9955985839858519,0.3795426221396974,0.34626011158402026
2,0.049051148369723255,0.009748556966242676,0.049051148369723255,0.009748556966242676,0.04556080360526026,0.00433227839862787,0.9837672658889234,0.9836092212363267,0.5163118298065116,0.46967789563644524
3,0.04614091768819278,0.006822568612256301,0.04614091768819278,0.006822568612256301,0.07228816259851037,0.006588725432556317,0.952146099289013,0.9519696092626315,0.5265281375670849,0.5022419998767439
4,0.04119216210350811,0.002599663380784715,0.04119216210350811,0.002599663380784715,0.11799095651483271,0.0067627490476221885,0.9252836001133184,0.9249957667411459,0.5694529421249579,0.5704114867009918
5,0.04216049170589865,0.003397996307739064,0.04216049170589865,0.003397996307739064,0.11833730022158037,0.006093780946284285,0.9259222760743505,0.9257124570055352,0.6161056390476807,0.6109942355664164
6,0.05243814029450983,0.008164803085884109,0.05243814029450983,0.008164803085884109,0.14564346840407433,0.008834529661751534,0.8949323762565223,0.894667497048667,0.6520230979396981,0.6335404414721609
7,0.06267797590823951,0.0080209420060993,0.06267797590823951,0.0080209420060993,0.18374265082500102,0.01815490043944092,0.8979046096374395,0.8974943124461091,0.684573044536559,0.6468351047141622
8,0.08516729206420376,0.008809321405278465,0.08516729206420376,0.008809321405278465,0.16931782192915174,0.017758638125065538,0.888254470520484,0.8876294381321312,0.78085004585692,0.70400373155043
9,0.06324233025026278,0.007370548610106529,0.06324233025026278,0.007370548610106529,0.22634397409784274,0.015846301601871737,0.8823531904485595,0.8817270779807523,0.6787681378186825,0.6480625292532374
10,0.09389711977665012,0.009252458384159704,0.09389711977665012,0.009252458384159704,0.2912111927680989,0.014296692671351849,0.8727006717169505,0.8721120138444564,0.6922472622050215,0.6190633100189435
11,0.10889314225888236,0.011865429564481859,0.10889314225888236,0.011865429564481859,0.30224767493297505,0.011751179973929275,0.8097164765607239,0.8089628323273869,0.6903891773183672,0.6191783325889149
12,0.0032670927076911952,0.0005009636181617952,0.0032670927076911952,0.0005009636181617952,0.008167485004144428,0.0007513782325573162,0.8314564084249156,0.8305533209616169,0.9883900463226171,0.9896968089299818
