slug,label,seed,layer,depth_norm,relational,anisotropy_base,anisotropy_ft,ceiling,headroom_used,saturation_class
smollm2135m,SmolLM2-135M,43,25,0.8333333333333334,0.0254392160188795,0.764610717093904,0.7514768399250562,0.48391244298103975,0.05256987371964775,neither
smollm2135m,SmolLM2-135M,43,26,0.8666666666666667,0.0273782512729345,0.7831547759030489,0.76490917912871,0.4519360449682409,0.060579924035177285,neither
smollm2135m,SmolLM2-135M,43,27,0.9,0.0302005971524398,0.7730264167734722,0.7526185861583674,0.4743549970681604,0.06366665754361232,neither
smollm2135m,SmolLM2-135M,43,28,0.9333333333333333,0.0384382911059056,0.8010586764284298,0.7686540303903064,0.4302872931812638,0.08933169004763755,neither
smollm2135m,SmolLM2-135M,43,29,0.9666666666666667,0.0361465148530202,0.820881906273156,0.7899803214223495,0.3891377723044944,0.09288873356847019,neither
smollm2135m,SmolLM2-135M,43,30,1.0,0.1629331157264878,0.7500582501149589,0.5886166184759676,0.6613251314090736,0.24637369425131198,neither
smollm2135m,SmolLM2-135M,44,0,0.0,0.0010989885324846,0.1630681526514825,0.1621247407715554,1.674807106576962,0.0006561881234972526,neither
smollm2135m,SmolLM2-135M,44,1,0.03333333333333333,0.0075402018719324,0.3523696177634615,0.3449973555754281,1.3026330266611104,0.005788431367550487,neither
smollm2135m,SmolLM2-135M,44,2,0.06666666666666667,0.0122439794745519,0.5689646850362895,0.5567234540770364,0.8743118608866741,0.014004132875579198,neither
smollm2135m,SmolLM2-135M,44,3,0.1,0.0120367461835055,0.5801176650145363,0.5681033159729669,0.8517790190124968,0.014131301563943434,neither
smollm2135m,SmolLM2-135M,44,4,0.13333333333333333,0.00973756686974,0.5846619332749367,0.5751698846762209,0.8401681820488426,0.011590020995551,neither
smollm2135m,SmolLM2-135M,44,5,0.16666666666666666,0.0089891123412484,0.5785584138062365,0.5700716179312617,0.8513699682625018,0.010558409007066125,neither
smollm2135m,SmolLM2-135M,44,6,0.2,0.0121003799635801,0.5856306891455355,0.5740277985279737,0.8403415123264909,0.014399360005529323,neither
smollm2135m,SmolLM2-135M,44,7,0.23333333333333334,0.0107515347981234,0.5895989723882756,0.5798880836434339,0.8305129439682903,0.012945655906037154,neither
smollm2135m,SmolLM2-135M,44,8,0.26666666666666666,0.0085064546581483,0.6187202250026503,0.6122474259320976,0.769032349065252,0.011061244261685189,neither
smollm2135m,SmolLM2-135M,44,9,0.3,0.009286031420027,0.636919785828529,0.6298770770988531,0.7332031370726177,0.012665018670136014,neither
smollm2135m,SmolLM2-135M,44,10,0.3333333333333333,0.0116058515914625,0.6462764546485261,0.636914372350198,0.7168091730012758,0.016190992008192177,neither
smollm2135m,SmolLM2-135M,44,11,0.36666666666666664,0.0113419769550165,0.6655874589089061,0.6570315592101763,0.6773809818809176,0.01674386683181253,neither
smollm2135m,SmolLM2-135M,44,12,0.4,0.0109449085669794,0.6426244919690592,0.6361191659185826,0.721256342112358,0.01517478312207949,neither
smollm2135m,SmolLM2-135M,44,13,0.43333333333333335,0.0117368931299169,0.6132203636622566,0.6092224553004332,0.7775571810373102,0.01509457235577086,neither
smollm2135m,SmolLM2-135M,44,14,0.4666666666666667,0.012508303208914,0.6505061825728609,0.6568716781222054,0.6926221393049338,0.018059346502360497,neither
smollm2135m,SmolLM2-135M,44,15,0.5,0.0129335432977775,0.6491507970019696,0.6437302482187134,0.707118954779317,0.018290477451299404,neither
smollm2135m,SmolLM2-135M,44,16,0.5333333333333333,0.0113985882120724,0.6813454098713562,0.6812939537823616,0.6373606363462822,0.017884047997403268,neither
smollm2135m,SmolLM2-135M,44,17,0.5666666666666667,0.014631357837372,0.711029768676973,0.6997830486601874,0.5891871826628395,0.02483312310231424,neither
