layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.002963380296708913,0.0003372345145495315,0.0007298611613310747,4.7835116854623795e-05,0.9997510988573647,0.061683794623030606,0.06005906606569211
1,0.009858868207007128,0.0015451355969156933,0.011571059221779343,0.000814986749432873,0.99612128125008,0.14749877040076687,0.14277858921799552
2,0.016797026410267153,0.0018533459378915719,0.03555469660873227,0.0020442676553302994,0.9903382776633373,0.20111515745626535,0.20877427681723337
3,0.022327535048564405,0.004622280330728341,0.05390101923287283,0.003767600154150941,0.981561384618015,0.23791252125665735,0.25060411217829537
4,0.03365393034248203,0.008584486514492782,0.06758691822640542,0.0055146895493714074,0.9657504393022557,0.2833994906316023,0.30849176611391227
5,0.042225217430237265,0.01343516156225234,0.08637074781790513,0.00878555435353806,0.9526761192344722,0.29739829892542824,0.3330718348962334
6,0.04157843206036415,0.010925579526297602,0.08970171265636659,0.008423750401984743,0.937937820752704,0.3286099404932278,0.36158443757313574
7,0.043737746545038,0.011089574339010859,0.09523274926613928,0.008182278933330943,0.9320099757202752,0.3565576420507177,0.3917308439689223
8,0.04335068186382731,0.011241047063103589,0.10241872502780063,0.008409398571010475,0.9299947674764628,0.3698843345966706,0.4034444284699658
9,0.043855030342617785,0.009180491110295732,0.11092029004632491,0.00913063898356646,0.9323914435814205,0.3823790984805292,0.41616130391861317
10,0.04102712295757722,0.007651655356877089,0.12193867656525685,0.010835494921176482,0.9295546333370053,0.4171264002341283,0.44487245193776814
11,0.043921198862788044,0.008357478494692842,0.13505362793135095,0.012350047221878968,0.9257683480378612,0.4201052420006552,0.4478353222881658
12,0.04221422647569545,0.006773878193723518,0.14520911284314553,0.013120517914040205,0.9245454546810522,0.4255540047460961,0.4462785254920004
13,0.04353135268550804,0.005220976660424112,0.1570247957529694,0.01320793687915611,0.9185401080696842,0.4343926639455873,0.44697143056578836
14,0.046177719896152075,0.006511416886492353,0.17358411314044359,0.014739595305378017,0.9132279458760836,0.4417273771086336,0.45723936706230645
15,0.047471048319359235,0.006840041737814902,0.1861106909062203,0.016335653932979904,0.9144200595389026,0.4588956443918718,0.4691546166048868
16,0.047909824810887076,0.006775480985256773,0.19639154656000177,0.018221688689078138,0.911045964030992,0.4797633105122266,0.4826084540458641
17,0.05021385137801269,0.005882531472699323,0.21187482880519157,0.018660968864016563,0.9050745529980815,0.4998044376453243,0.4960325152152237
18,0.05188171219419424,0.006067207596317806,0.21983610442080193,0.018545511773718756,0.9007659917724873,0.5208401291414666,0.5232947445239525
19,0.057333216044867644,0.007480490210499389,0.22589200331592035,0.01832469509851832,0.8896156663139747,0.5456969606143021,0.5378399004509149
20,0.06393494667081186,0.0088934820439814,0.22232941328958167,0.016675329377472167,0.8796263107299302,0.5725654009430488,0.5570569557590618
21,0.07035801837893663,0.01065078379687316,0.18822650748411635,0.01402238784163,0.8598575430622973,0.670062651120361,0.6282670182674901
22,0.018815772550946512,0.0036385855416571234,0.04725464546453555,0.0044888301579029555,0.6890798242068016,0.9114747939261594,0.9078139222443247
23,0.017670179185139624,0.0028697749935410006,0.027397374708249232,0.0016962920358389345,0.47485338010036715,0.9447329780430159,0.9609223007907867
24,0.003230182626796698,0.0007473988522848654,0.007459221973101299,0.0010710314516982032,0.8900232686600215,0.9919687755057227,0.9949901724307475
