layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.0003751694130174685,3.771602868048342e-05,2.6962127558942135e-05,2.7103245894760777e-06,0.9999693753033652,0.7129100340908578,0.713097173210383
1,0.0038855346506327182,0.0003472421684975896,0.004529561472464487,0.00021101547566610316,0.9984316797467147,0.741645327825908,0.7429060573442041
2,0.026341399705230233,0.0027017886280539583,0.014194110941095236,0.0006764822861464461,0.9932479016378917,0.669123255054916,0.6437108269930488
3,0.012413002708237707,0.0010153697604149586,0.017402493977457446,0.0009945054671498762,0.9917551533834426,0.6560755266669702,0.6534293769899946
4,0.015767369611708416,0.0022740326309610734,0.022918945233082598,0.0015130495095997843,0.9855469371565847,0.6454268094476094,0.6392893459585822
5,0.014907054849492951,0.002313026302098157,0.026315186024632564,0.0018927889060285639,0.9855846609169072,0.6581639674070323,0.6587016655748892
6,0.017707908296595246,0.002258375721187406,0.036212115822693486,0.0024523529060130824,0.9797810633888477,0.635630408966618,0.6342881216246454
7,0.01859655420560486,0.00259713820831204,0.04790312373666664,0.003816814182252002,0.9813531589837295,0.6315683539722065,0.6390280243955575
8,0.018298609880041426,0.001796547892896867,0.05815614972933155,0.004442959890390167,0.9770589466626513,0.6474026894659979,0.6476876501030836
9,0.03248298039528118,0.005702797515898365,0.07711304434487246,0.006801164668246275,0.9609936496507012,0.6714277837633813,0.6456287689849334
10,0.044467690414007936,0.007873881480901181,0.09741831338823297,0.008818696113590105,0.9458303517946467,0.7243930318415119,0.6827794870032442
11,0.04389927589377743,0.006737994539674497,0.08376552766605132,0.007438445343991214,0.9180736693725848,0.8283776327579396,0.7860429158955727
12,0.01678507773226203,0.002542882020569742,0.019856604156971075,0.0036849553810410305,0.37278827164786793,0.984241317483143,0.969161927959864
