layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.0003541730423024091,2.964480532296108e-05,2.6113608724873854e-05,2.6776034130279885e-06,0.9999710205612102,0.713135673850923,0.7132470801566301
1,0.01745381764666342,0.002204149589999174,0.004719296719811617,0.0003266876158398531,0.9985128295743255,0.7406681951396435,0.723221874175589
2,0.010726239989075249,0.001271931150367713,0.011612254887051924,0.0007200771462318781,0.9954747072700947,0.6678497179055056,0.6606258473439485
3,0.014335512838985182,0.0019440071088487434,0.018487315635963356,0.0010934813521541913,0.9932344363493821,0.6543444195552327,0.6654993325087843
4,0.011874627514416414,0.0009467367243391764,0.021310292325969194,0.001197719210557861,0.9904629582175639,0.6436527096295303,0.641310302474744
5,0.012625812632932772,0.0021788215368551567,0.02550091970365968,0.0015731275260030902,0.988974900458364,0.6564175993335681,0.6578367737229759
6,0.015118465443883483,0.0017116733253706874,0.03491238735124637,0.002342194344511238,0.9847204853086908,0.6337311586762656,0.6325036424349615
7,0.01633262134948505,0.001953693732470399,0.04413770645304542,0.0035847060449670214,0.9851851401927967,0.6292488959607508,0.6309260039643028
8,0.018730832700867332,0.0017775254463090185,0.05772443362160741,0.004955621380249775,0.979945417324963,0.6446186421041766,0.6390032746036702
9,0.03149046532609404,0.006335646911108665,0.0789513067521048,0.008539189848132388,0.9668455962263574,0.6684304062808529,0.642576791200806
10,0.040092680008641066,0.00897622010680398,0.09463083611897195,0.009891874083423288,0.9560367815678108,0.721098326509535,0.6840517964566376
11,0.034352330357504034,0.006725252978405479,0.08278905338009357,0.007605868725492526,0.9305662032931885,0.826991681226459,0.7957449903683663
12,0.01450325309328795,0.0025878884166611773,0.01654579454298042,0.0035502295546525364,0.38506944355791634,0.9837372231089523,0.9708745642911992
