layer,relational_mean,relational_std,l3_mean,l3_std,per_token_mean,per_token_std,cka,cka_unbiased,anisotropy_base,anisotropy_ft
0,0.0,0.0,0.0,0.0,3.9637378828645407e-17,8.984343002155282e-18,0.9999999999999999,1.0,0.9300643569138035,0.9300643569138035
1,0.0,0.0,0.0,0.0,5.865760703103502e-17,2.0344746217877744e-17,1.0,1.0,0.9861431714609047,0.9861431714609047
2,0.0,0.0,0.0,0.0,6.014916665991888e-17,1.80442305585945e-17,1.0,1.0,0.9952777115652477,0.9952777115652477
3,0.0,0.0,0.0,0.0,3.6539550938565547e-17,8.925823039230372e-18,1.0,1.0,0.9970400016958776,0.9970400016958776
4,0.0,0.0,0.0,0.0,3.466934096566858e-17,1.152862753459981e-17,1.0,1.0,0.9968512265840085,0.9968512265840085
5,0.0,0.0,0.0,0.0,3.3312884604114596e-17,1.6410620476333277e-17,1.0,1.0,0.9962732065829242,0.9962732065829242
6,0.0,0.0,0.0,0.0,3.72912964616598e-17,1.5927795703113466e-17,0.9999999999999998,1.0,0.9956714254728747,0.9956714254728747
7,0.0,0.0,0.0,0.0,3.4975741455584067e-17,1.4095293007201867e-17,1.0,1.0,0.995417012144661,0.995417012144661
8,0.0,0.0,0.0,0.0,3.762327193564531e-17,1.5440070976396338e-17,1.0,1.0,0.9939162529853377,0.9939162529853377
9,0.0,0.0,0.0,0.0,3.678241152727887e-17,1.5040618500030505e-17,1.0,1.0,0.9917334967722802,0.9917334967722802
10,0.0,0.0,0.0,0.0,3.4740175330074426e-17,9.39778082259279e-18,0.9999999999999999,1.0,0.9848072769236296,0.9848072769236296
11,0.0,0.0,0.0,0.0,3.455741300755496e-17,7.993737546340488e-18,0.9999999999999998,1.0,0.9712180661234603,0.9712180661234603
12,0.0070131198714351636,0.0021374704934782104,0.0070131198714351636,0.0021374704934782104,0.009221918235142039,0.001008304927154451,0.998966556932089,0.9989649414942936,0.6774115011123482,0.6808901314231677
