layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.0006894096472655046,4.387295460993453e-05,6.448093675477571e-05,5.641520816557912e-06,0.9999816150987955,0.0643572074769905,0.06434935507718767
1,0.022957530573336115,0.005442288602477315,0.015376725687899068,0.001089138998074532,0.9958314677877992,0.3801640121075563,0.35785375173734224
2,0.03579872382001111,0.005883534368936154,0.04176699883913908,0.0040095892393582876,0.9870478327562818,0.5170721370748738,0.4842334784228817
3,0.038003698356562955,0.0037503331145106104,0.07004451457438418,0.007244134258145002,0.9575403161756832,0.5271605687145003,0.5393968840506853
4,0.040247943624512963,0.005144052958578181,0.11848949313417648,0.007568499892745339,0.9447286107669761,0.569776948320478,0.589872968690987
5,0.04869771499922409,0.008589413281082012,0.12887427552997854,0.008308002100307861,0.933943670471659,0.6167569874316324,0.6486713276375423
6,0.05322692878382229,0.007068738573901467,0.13840668837219217,0.010392659823301852,0.8791749733293516,0.6519560064519943,0.6656875504401811
7,0.06499928130400305,0.013560851078344054,0.19065767723830065,0.01694509692871458,0.8729947857998358,0.6847497155085951,0.659799112844218
8,0.08890681817958508,0.006781242180963731,0.16638684168096415,0.016752164210718696,0.9045683663898796,0.7802643877709724,0.6988245876586665
9,0.10113528209950973,0.012090258697563758,0.21718391592711006,0.015869696818145762,0.9017706950866959,0.6764096031772769,0.5916813736850018
10,0.10637770525861068,0.013861296853665717,0.27237535496012766,0.011352244135775432,0.8762612609694986,0.6902528651796167,0.6056093301703208
11,0.1346982629898119,0.015493370671966957,0.32405609273337566,0.014356614006978968,0.8140688473094442,0.6863575583513395,0.5831675299353212
12,0.0037938154648599447,0.00047663868691106436,0.00870769291645418,0.0007278558110317309,0.8187535597363333,0.9883252481446977,0.9882524801133321
