slug,label,metric,layer,depth_norm,n_seeds,diff_mean,diff_std,ci95_lo,ci95_hi,excludes_zero,diff_seed_42,diff_seed_43,diff_seed_44
pythia,Pythia-160M,relational,4,0.3333333333333333,3,0.0004461342346650012,0.007644687789104789,-0.01854432299680746,0.01943659146613746,False,0.0069169069916903,0.0024105628853713992,-0.007989067173066695
pythia,Pythia-160M,relational,5,0.4166666666666667,3,0.004760080851113633,0.01469326767142832,-0.031740019480323414,0.041260181182550676,False,0.007639617837661997,0.0178004130108586,-0.011159788295179697
pythia,Pythia-160M,relational,6,0.5,3,0.008946224687937364,0.01638540293022998,-0.0317573726532713,0.04964982202914602,False,0.008850267906403302,0.025379395278005798,-0.007390989120597005
pythia,Pythia-160M,relational,7,0.5833333333333334,3,0.009670306510127165,0.006879047187637475,-0.007418194029593135,0.026758807049847462,False,0.011007067943671692,0.015782861706787797,0.002220989879922003
pythia,Pythia-160M,relational,8,0.6666666666666666,3,0.0155338539453704,0.014162289184876175,-0.019647222703494345,0.050714930594235146,False,0.0275738914856214,-6.993010662999927e-05,0.0190976004571198
pythia,Pythia-160M,relational,9,0.75,3,0.009851473180170467,0.005515207320532558,-0.0038490613128859524,0.023552007673226884,False,0.004817160258415998,0.0157463924869041,0.008990866795191302
pythia,Pythia-160M,relational,10,0.8333333333333334,3,0.0073167587393374355,0.015397965920585507,-0.03093390908823541,0.045567426566910284,False,0.024862265628805405,0.0010367438459233935,-0.003948733256716491
pythia,Pythia-160M,relational,11,0.9166666666666666,3,-0.0017964223975673644,0.01581715833934354,-0.041088421921056884,0.03749557712592215,False,0.0142653377426359,-0.0022975352846281993,-0.017357069650709794
pythia,Pythia-160M,relational,12,1.0,3,-0.0006049148355796005,0.0006674787736170154,-0.0022630240289144895,0.0010531943577552886,False,-0.0011912286549857006,0.00012149141585329933,-0.0007450072676064004
pythia,Pythia-160M,per_token,0,0.0,3,5.321734005164383e-06,3.920223025373571e-06,-4.4166398506380756e-06,1.506010786096684e-05,False,9.428322437041102e-06,4.917711494267779e-06,1.6191680841842656e-06
pythia,Pythia-160M,per_token,1,0.08333333333333333,3,-0.0038924904215990336,0.0005765700050288439,-0.005324769714555262,-0.002460211128642805,True,-0.0042135015870643985,-0.0032268642152190018,-0.004237105462513701
pythia,Pythia-160M,per_token,2,0.16666666666666666,3,-0.015455151502014867,0.006296420991118989,-0.031096328335109936,0.00018602533108020083,False,-0.009851687299279502,-0.022268841852654507,-0.014244925354110594
pythia,Pythia-160M,per_token,3,0.25,3,-0.01081876263689866,0.00710034332963969,-0.02845699326843152,0.006819467994634199,False,-0.0037788125879900936,-0.017977996223259893,-0.010699479099445991
pythia,Pythia-160M,per_token,4,0.3333333333333333,3,-0.003154766243234695,0.017431419927509212,-0.04645681385451653,0.04014728136804714,False,0.016795005175404304,-0.015444682394515186,-0.010814621510593203
pythia,Pythia-160M,per_token,5,0.4166666666666667,3,0.005869219040410836,0.00933326205520877,-0.01731588920458166,0.029054327285403334,False,0.015164482829796197,-0.0035015827544130906,0.0059447570458494026
pythia,Pythia-160M,per_token,6,0.5,3,0.039291696690392605,0.0018822775298121708,0.03461586009460593,0.04396753328617928,True,0.038512515946186904,0.0379241226634906,0.04143845146150031
pythia,Pythia-160M,per_token,7,0.5833333333333334,3,0.057692234796932806,0.022391474769411803,0.00206872790053092,0.11331574169333469,True,0.0416206753288661,0.04818786417392812,0.0832681648880042
pythia,Pythia-160M,per_token,8,0.6666666666666666,3,0.0451879119544325,0.03401161793205912,-0.039301630788239325,0.12967745469710434,False,0.00974915721320102,0.04824914649761278,0.07756543215248371
pythia,Pythia-160M,per_token,9,0.75,3,0.058948166984713134,0.04662428980786801,-0.056872989610588336,0.1747693235800146,False,0.011651656333524413,0.06032301978050619,0.10486982484010879
pythia,Pythia-160M,per_token,10,0.8333333333333334,3,0.04583703410081049,0.006560990149659682,0.02953863104361843,0.06213543715800255,True,0.05022234529188513,0.0489944603796007,0.038294296630945635
pythia,Pythia-160M,per_token,11,0.9166666666666666,3,0.04211282606782637,0.11654207028580367,-0.2473937257345961,0.3316193778702488,False,0.03726515338142422,0.16100309190315765,-0.07192976708110277
