layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.001104309379631134,8.875809636174465e-05,6.900654757558811e-05,9.794374758388062e-06,0.9999970654541983,0.16721247441507067,0.16624072619032998
1,0.006125084234286456,0.0011607006819827996,0.0003981930641737025,6.364300046500365e-05,0.9995175568733428,0.35673051891947655,0.3508555900107584
2,0.007982981399312188,0.0015339287254063127,0.0005350235878356491,8.956595421498607e-05,0.9994608608933484,0.5718107876091671,0.5639019212680313
3,0.00666956566946227,0.0009465117349005738,0.0009663346452299602,0.00020540930030017712,0.9992955717820351,0.5828660849185401,0.5764947311241816
4,0.005334319578626255,0.0013080971711277641,0.0017219432676926505,0.0003474010255600664,0.9991057695540158,0.5874045923508555,0.5834355226739165
5,0.005364942090880284,0.0012958157506428938,0.0026490960294319136,0.00066695290773929,0.9982124735112904,0.5814968502641964,0.5784803924862325
6,0.0080342041923847,0.0013443860021217066,0.004075188463153453,0.0011493877067099828,0.9961917372010131,0.5885816079338415,0.5827165342100751
7,0.007568927869336993,0.001207104109966373,0.005439615821298372,0.0016916893377255389,0.993350006155356,0.5929226672164959,0.5883270270981712
8,0.0068076948122354555,0.0010089338848376665,0.006359480912844118,0.001734519331765266,0.9929474861999817,0.6218250209431461,0.6201310984398353
9,0.007755142041557345,0.001392878702973951,0.0069583762332462,0.0018283307135824474,0.9928536768125465,0.6403736460263921,0.6375712281115085
10,0.009425740983426498,0.0015591245925497955,0.007426050913677937,0.0017936169519192939,0.9923556947348255,0.6498972905980056,0.6455029823331881
11,0.00973219153070083,0.0019869808063721277,0.008017789082592364,0.001878990962286936,0.9913685528932848,0.6693040259505543,0.6646772285004253
12,0.010070126082847528,0.002062548107522183,0.009016916061031856,0.0020973749924568593,0.9911769175066912,0.6465515514949658,0.6434101713435242
13,0.011122298639189218,0.002065402647424699,0.010651064594130006,0.002477219663293017,0.9902064087343386,0.6175847640004773,0.6169808474723428
14,0.01321840226486809,0.0024544064771449244,0.012533341002920608,0.0029845814123434676,0.9884707242231764,0.6543887620229877,0.6631987985198277
15,0.013167277461371515,0.0037511876194602973,0.013905394947454339,0.0032839592431060886,0.9882424253068683,0.6530147872148857,0.6482273064221767
16,0.01159384359996216,0.0022689042500214276,0.015888206192618975,0.003528166752222204,0.9860277238727636,0.6849152238440481,0.6864289905704056
17,0.014382730282119841,0.0031503177157393056,0.018811227889462098,0.004344027995728483,0.9855457508832559,0.7142480469971765,0.704493694649347
18,0.014407510448929697,0.0030141946199423344,0.021649320154664843,0.004988018284930186,0.9842336097515295,0.7025983553895565,0.6935353163093245
19,0.020821087855556027,0.004059299151080154,0.024760208436702305,0.005849635670064775,0.9822089369707037,0.7025494053145073,0.6857889582429403
20,0.02049849456190573,0.0034425148363672847,0.03333050233218919,0.008539812636262545,0.9764326741677944,0.7392712027193222,0.7235216717523061
21,0.016834946327696113,0.003113045605493725,0.03537682824210341,0.009176045102033297,0.9738273843401446,0.728600839304083,0.7207361735230651
22,0.01589899800103311,0.0030845709757690094,0.04112499991485995,0.010167887609997841,0.9749415952682716,0.7306170593427785,0.7292853897434892
23,0.02302386606438045,0.004028303442447665,0.05013341949754803,0.012024843140915105,0.9687047053285359,0.7311022620174409,0.7170185475221319
24,0.028569574365057877,0.00438098438316198,0.051488522363943946,0.012647968394654572,0.9586878351773249,0.7201028736284276,0.7037600328838621
25,0.025439216018879586,0.004811824523229779,0.04340828203333617,0.011155053819164396,0.9612814429421399,0.764610717093904,0.7514768399250562
26,0.02737825127293454,0.005158075445749055,0.04161011698025892,0.010573988994204182,0.9622919160402071,0.7831547759030489,0.76490917912871
27,0.030200597152439827,0.005787289645433713,0.047859131488218916,0.01182002884472909,0.9613291888025026,0.7730264167734722,0.7526185861583674
28,0.038438291105905666,0.005444200190580303,0.05247746939397226,0.01290767316194012,0.9480037828197503,0.8010586764284298,0.7686540303903064
29,0.03614651485302027,0.005423762742985029,0.05261149187628864,0.01235899369394979,0.9464675781921699,0.820881906273156,0.7899803214223495
30,0.1629331157264878,0.020810078571117458,0.16958598765334665,0.04484609352657316,0.9021290923056579,0.7500582501149589,0.5886166184759676
