layer,relational_mean,relational_std,l3_mean,l3_std,per_token_mean,per_token_std,cka,cka_unbiased,anisotropy_base,anisotropy_ft
0,5.3907887446689856e-05,4.228459130398177e-06,5.3907887446689856e-05,4.228459130398177e-06,8.766392611247897e-06,9.19177609681674e-07,0.9999993567807784,0.9999993538680385,0.9270291268348908,0.9270418129734939
1,0.0015545431278066806,0.00018823310283066523,0.0015545431278066806,0.00018823310283066523,0.00026776403055394553,1.3877833854536024e-05,0.995262058297163,0.9951823237522531,0.9855551346756732,0.9840037647777876
2,0.0008997309251613335,9.746148351506247e-05,0.0008997309251613335,9.746148351506247e-05,0.00025473019570797917,1.7824339171677767e-05,0.9895640351172695,0.989393565473952,0.9950719211067603,0.9941722001664545
3,0.0004946155470561464,6.215077432156479e-05,0.0004946155470561464,6.215077432156479e-05,0.00046923440714601055,8.089368151081532e-05,0.9767447457177877,0.9763537650255614,0.996918684988435,0.9964242826163678
4,0.0007828358835394889,0.00011187166230827596,0.0007828358835394889,0.00011187166230827596,0.0004442457073909758,7.66140484172954e-05,0.951083159278761,0.9504536124248107,0.9967423019204498,0.9959601489708237
5,0.0008927914212518439,0.00017196620808916438,0.0008927914212518439,0.00017196620808916438,0.000580324516733553,8.236969978951041e-05,0.9613520853515278,0.9608028255197825,0.9961319248381688,0.995240126947507
6,0.0009108219617753758,0.00014811681666106657,0.0009108219617753758,0.00014811681666106657,0.0011138319281655538,0.00016621836069119567,0.9394184266705051,0.9385594143468624,0.9955086452760324,0.9946001959077359
7,0.0008327560564232176,9.998731971497146e-05,0.0008327560564232176,9.998731971497146e-05,0.0008264034432308876,9.826996238627463e-05,0.9613113398461058,0.9607396658812591,0.9951955515574955,0.9943687628977453
8,0.0008784171860572162,0.00016601731501545257,0.0008784171860572162,0.00016601731501545257,0.0020070826845570875,0.00034608769482879283,0.9369002990040057,0.9359605587797807,0.9934955676008895,0.992673600695358
9,0.001302448818655134,0.00023677783965203654,0.001302448818655134,0.00023677783965203654,0.0021287956000803788,0.0002815455659454308,0.9709950284741745,0.9706401978834933,0.9909123797481744,0.9897074252344611
10,0.003670861101777831,0.0005072555440057009,0.003670861101777831,0.0005072555440057009,0.005906822114079948,0.0007209682247051388,0.941874443540635,0.941198550803458,0.9833089300180127,0.9798521063799596
11,0.006653966294908624,0.0009455207986155164,0.006653966294908624,0.0009455207986155164,0.013259284798693288,0.0015521838948873278,0.9441888698305275,0.9436694932866883,0.9683392774506437,0.9624297945534754
12,0.06647898111641147,0.00871410958959348,0.06647898111641147,0.00871410958959348,0.18640479590045284,0.030873241500441306,0.9155149617240037,0.914981826674711,0.628847621609515,0.6520331857253135
