layer,l3_mean,l3_std,per_token_mean,per_token_std,cka,anisotropy_base,anisotropy_ft
0,0.0007557680584468159,4.117564883023199e-05,6.46353853090337e-05,3.5246001538735943e-06,0.9999747288497112,0.06920787347107356,0.06935082406098594
1,0.028272550641263345,0.006792443642040616,0.02120177196674607,0.001540278883776425,0.9943222212098944,0.39072518964945396,0.3633193897827558
2,0.04726311751561512,0.010324795903590716,0.04831270447304847,0.005462827383999405,0.981915470453343,0.5290265144215336,0.4835360536500299
3,0.039501500448391555,0.006018840781376008,0.07235556409181769,0.006813958303957422,0.9359238564310398,0.5398255005454218,0.5294727488962676
4,0.04542405738472312,0.0041942120725410054,0.11822068297257145,0.011324043862852054,0.917524244470454,0.5813353208526568,0.6082611244954756
5,0.05783665443228327,0.008532230041978157,0.138731934072857,0.016431269221602058,0.9049387788330826,0.6301323222517783,0.6758038101378596
6,0.09105358890412568,0.0184438852867387,0.17793667772478589,0.022422790263457434,0.8707686015922683,0.667078924184678,0.7546636204993484
7,0.07406276570433294,0.02099582561323336,0.22782317377444974,0.03631574047143386,0.835567075692132,0.7006140550942608,0.7591008769760991
8,0.0642743226509502,0.008405523999131978,0.2678315898318614,0.05715097122026984,0.8394905960985112,0.7923974133450733,0.7607662229745231
9,0.05859859289714271,0.014728439265934787,0.27505230264821545,0.040763429263457586,0.8841317460078221,0.696581589989988,0.712104224693562
10,0.07395886830748147,0.008620333692011737,0.3312413996059242,0.03389422522534155,0.842045076296896,0.7099118258888794,0.7054140794568334
11,0.10818552566330555,0.010739624743292752,0.39488801392624684,0.024722456529458675,0.7802459665144573,0.7096356042393386,0.6835548690572237
12,0.0037561303577699464,0.0006256591527352601,0.01134623966055592,0.0010770448663279012,0.7347534986735306,0.9894637363698597,0.9904875722015174
